"BillType","BillNumber","SubjectKey","ModDate"
"S",473,"BEACHES",12/6/2023 0:00:00
"S",473,"MUNICIPALITI",12/6/2023 0:00:00
"S",473,"PUBLIC FEES",12/6/2023 0:00:00
"S",473,"VETERANS",12/6/2023 0:00:00
"S",474,"DISASTERS",12/6/2023 0:00:00
"S",474,"PROPERTY TAX",12/6/2023 0:00:00
"S",475,"ALCO TAXES",12/6/2023 0:00:00
"S",475,"FREIGHT RAIL",12/6/2023 0:00:00
"S",475,"PUBLIC TRANS",12/6/2023 0:00:00
"S",476,"PROPERTY TAX",12/6/2023 0:00:00
"S",476,"SR CITIZENS",12/6/2023 0:00:00
"S",477,"CONSTR CODES",12/6/2023 0:00:00
"S",478,"DISASTERS",12/6/2023 0:00:00
"S",478,"PUBLIC UTIL",12/6/2023 0:00:00
"S",479,"CIVIL ACTION",12/6/2023 0:00:00
"S",479,"COURT ADMIN",12/6/2023 0:00:00
"S",479,"PROPERTY",12/6/2023 0:00:00
"S",480,"CIVIL ACTION",12/6/2023 0:00:00
"S",480,"COMMUNICATIO",12/6/2023 0:00:00
"S",480,"CRIM PROCED",12/6/2023 0:00:00
"S",480,"CRIMES",12/6/2023 0:00:00
"S",481,"SEX OFFEND",12/6/2023 0:00:00
"S",481,"WAGES",12/6/2023 0:00:00
"S",482,"CRIM PROCED",12/6/2023 0:00:00
"S",482,"CRIMES",12/6/2023 0:00:00
"S",482,"DUI",12/6/2023 0:00:00
"S",483,"COURT ADMIN",12/6/2023 0:00:00
"S",483,"CRIM PROCED",12/6/2023 0:00:00
"S",483,"CRIMES",12/6/2023 0:00:00
"S",484,"COURT ADMIN",12/6/2023 0:00:00
"S",484,"POLICE",12/6/2023 0:00:00
"S",485,"MV OFFENSES",12/6/2023 0:00:00
"S",486,"COM VEHICLES",12/6/2023 0:00:00
"S",487,"MV OFFENSES",12/6/2023 0:00:00
"S",487,"POLICE",12/6/2023 0:00:00
"S",488,"CONSUMER FIN",12/6/2023 0:00:00
"S",488,"CRIM PROCED",12/6/2023 0:00:00
"S",488,"CRIMES",12/6/2023 0:00:00
"S",489,"CRIM PROCED",12/6/2023 0:00:00
"S",489,"CRIMES",12/6/2023 0:00:00
"S",489,"INTERNET",12/6/2023 0:00:00
"S",490,"POLICE",12/6/2023 0:00:00
"S",490,"WOMEN",12/6/2023 0:00:00
"S",491,"EMERG MGMT",12/6/2023 0:00:00
"S",492,"AFFORD HOUS",12/6/2023 0:00:00
"S",493,"CHILDREN",12/6/2023 0:00:00
"S",493,"LABOR",12/6/2023 0:00:00
"S",494,"HEALTH PROF",12/6/2023 0:00:00
"S",495,"CIVIL ACTION",12/6/2023 0:00:00
"S",495,"CORPORATIONS",12/6/2023 0:00:00
"S",495,"DISEASE",12/6/2023 0:00:00
"S",496,"CRIM PROCED",12/6/2023 0:00:00
"S",496,"CRIMES",12/6/2023 0:00:00
"S",497,"EMERG MGMT",12/6/2023 0:00:00
"S",497,"LAND USE",12/6/2023 0:00:00
"S",497,"MUNICIPALITI",12/6/2023 0:00:00
"S",498,"BEACHES",12/6/2023 0:00:00
"S",498,"COMMERCE",12/6/2023 0:00:00
"S",498,"DISEASE",12/6/2023 0:00:00
"S",498,"HEALTH",12/6/2023 0:00:00
"S",499,"BUS TAXES",12/6/2023 0:00:00
"S",499,"CORPORATIONS",12/6/2023 0:00:00
"S",499,"INCOME TAX",12/6/2023 0:00:00
"S",499,"VETERANS",12/6/2023 0:00:00
"S",500,"SCH TRANS",12/6/2023 0:00:00
"S",501,"MUNICIPALITI",12/6/2023 0:00:00
"S",501,"SCH BOARDS",12/6/2023 0:00:00
"S",501,"STATE AID",12/6/2023 0:00:00
"S",502,"MUNICIPALITI",12/6/2023 0:00:00
"S",503,"CONSTR CODES",12/6/2023 0:00:00
"S",503,"ENERGY",12/6/2023 0:00:00
"S",503,"PUBLIC UTIL",12/6/2023 0:00:00
"S",504,"CORPORATIONS",12/6/2023 0:00:00
"S",504,"EMERG MGMT",12/6/2023 0:00:00
"S",505,"PUBLIC UTIL",12/6/2023 0:00:00
"S",506,"COURT ADMIN",12/6/2023 0:00:00
"S",507,"MV REGULATIO",12/6/2023 0:00:00
"S",508,"EDUCATION",12/6/2023 0:00:00
"S",508,"LIBRARIES",12/6/2023 0:00:00
"S",509,"DISEASE",12/6/2023 0:00:00
"S",509,"STATE GOVT",12/6/2023 0:00:00
"S",510,"INTERNET",12/6/2023 0:00:00
"S",510,"STATE GOVT",12/6/2023 0:00:00
"S",511,"BEACHES",12/6/2023 0:00:00
"S",511,"ENVIRONMENT",12/6/2023 0:00:00
"S",512,"SCH BOARDS",12/6/2023 0:00:00
"S",513,"CRIM PROCED",12/6/2023 0:00:00
"S",513,"CRIMES",12/6/2023 0:00:00
"S",513,"ENERGY",12/6/2023 0:00:00
"S",514,"AUTH - STATE",12/6/2023 0:00:00
"S",514,"HIGHWAYS",12/6/2023 0:00:00
"S",515,"AUTO INSUR",12/6/2023 0:00:00
"S",515,"DUI",12/6/2023 0:00:00
"S",516,"DISEASE",12/6/2023 0:00:00
"S",516,"EMER SVCS",12/6/2023 0:00:00
"S",516,"PENSIONS",12/6/2023 0:00:00
"S",517,"CRIMES",12/6/2023 0:00:00
"S",517,"STATE DEPTS",12/6/2023 0:00:00
"S",518,"CONSUMER AFF",12/6/2023 0:00:00
"S",519,"CONSUMER AFF",12/6/2023 0:00:00
"S",520,"HIGHWAYS",1/18/2024 0:00:00
"S",520,"INCOME TAX",1/18/2024 0:00:00
"S",521,"DISABLED",12/11/2023 0:00:00
"S",521,"PROPERTY TAX",12/11/2023 0:00:00
"S",521,"SR CITIZENS",12/11/2023 0:00:00
"S",522,"ELECTIONS",12/11/2023 0:00:00
"S",522,"STATE BUDGT",12/11/2023 0:00:00
"S",523,"HEALTH INSUR",12/11/2023 0:00:00
"S",523,"HEALTH PROF",12/11/2023 0:00:00
"S",524,"BUS TAXES",12/11/2023 0:00:00
"S",524,"CORPORATIONS",12/11/2023 0:00:00
"S",525,"INCOME TAX",12/11/2023 0:00:00
"S",526,"INSURANCE",12/11/2023 0:00:00
"S",527,"FISH",12/11/2023 0:00:00
"S",527,"MUNICIPALITI",12/11/2023 0:00:00
"S",528,"BUS TAXES",12/11/2023 0:00:00
"S",529,"GOVERNOR",12/11/2023 0:00:00
"S",529,"LEGISLATURE",12/11/2023 0:00:00
"S",530,"HEALTH INSUR",12/11/2023 0:00:00
"S",531,"AUTO INSUR",12/11/2023 0:00:00
"S",531,"DUI",12/11/2023 0:00:00
"S",532,"AFFORD HOUS",12/11/2023 0:00:00
"S",533,"TRANSPORT",12/11/2023 0:00:00
"S",534,"HEALTH INSUR",2/15/2024 0:00:00
"S",535,"PROPERTY",12/11/2023 0:00:00
"S",536,"COUNTIES",12/11/2023 0:00:00
"S",536,"MUNICIPALITI",12/11/2023 0:00:00
"S",536,"STATE GOVT",12/11/2023 0:00:00
"S",536,"TELEPHONE",12/11/2023 0:00:00
"S",537,"GOVERNOR",12/11/2023 0:00:00
"S",537,"HEALTH",12/11/2023 0:00:00
"S",537,"PUB RECORDS",12/11/2023 0:00:00
"S",538,"BANKING",12/11/2023 0:00:00
"S",538,"INSURANCE",12/11/2023 0:00:00
"S",539,"DISEASE",12/11/2023 0:00:00
"S",539,"INSURANCE",12/11/2023 0:00:00
"S",540,"ANIMALS",12/11/2023 0:00:00
"S",540,"CRIM PROCED",12/11/2023 0:00:00
"S",540,"CRIMES",12/11/2023 0:00:00
"S",541,"CONSUMER AFF",12/11/2023 0:00:00
"S",542,"CIVIL ACTION",12/11/2023 0:00:00
"S",542,"CONSUMER RIG",12/11/2023 0:00:00
"S",542,"TELEPHONE",12/11/2023 0:00:00
"S",543,"ETHICS",12/11/2023 0:00:00
"S",543,"GOVERNOR",12/11/2023 0:00:00
"S",543,"INCOME TAX",12/11/2023 0:00:00
"S",543,"LEGISLATURE",12/11/2023 0:00:00
"S",544,"LEGISLATURE",12/11/2023 0:00:00
"S",544,"PUB RECORDS",12/11/2023 0:00:00
"S",545,"LEGISLATURE",12/11/2023 0:00:00
"S",545,"STATE BUDGT",12/11/2023 0:00:00
"S",545,"STATE GOVT",12/11/2023 0:00:00
"S",545,"SUPPL APPROP",12/11/2023 0:00:00
"S",546,"PENSIONS POL",12/11/2023 0:00:00
"S",546,"POLICE",12/11/2023 0:00:00
"S",547,"ARTS AND CUL",12/11/2023 0:00:00
"S",547,"EDUCATION",12/11/2023 0:00:00
"S",548,"ETHICS",12/11/2023 0:00:00
"S",548,"GOVERNOR",12/11/2023 0:00:00
"S",548,"LEGISLATURE",12/11/2023 0:00:00
"S",549,"CRIM PROCED",12/11/2023 0:00:00
"S",549,"CRIMES",12/11/2023 0:00:00
"S",549,"MOTOR VEHICL",12/11/2023 0:00:00
"S",550,"CRIM PROCED",12/11/2023 0:00:00
"S",550,"CRIME VICTIM",12/11/2023 0:00:00
"S",550,"CRIMES",12/11/2023 0:00:00
"S",551,"LOCAL OFFICE",12/11/2023 0:00:00
"S",551,"MUNICIPALITI",12/11/2023 0:00:00
"S",552,"PROPERTY TAX",12/11/2023 0:00:00
"S",552,"SCH BOARDS",12/11/2023 0:00:00
"S",553,"INCOME TAX",12/11/2023 0:00:00
"S",553,"PENSIONS",12/11/2023 0:00:00
"S",553,"WAGES",12/11/2023 0:00:00
"S",554,"EDUCATION",12/11/2023 0:00:00
"S",554,"INCOME TAX",12/11/2023 0:00:00
"S",554,"LABOR",12/11/2023 0:00:00
"S",555,"INCOME TAX",12/11/2023 0:00:00
"S",555,"MOTOR VEHICL",12/11/2023 0:00:00
"S",556,"INCOME TAX",12/11/2023 0:00:00
"S",556,"PROPERTY",12/11/2023 0:00:00
"S",557,"INSURANCE",12/11/2023 0:00:00
"S",558,"LABOR",12/11/2023 0:00:00
"S",559,"HEALTH INSUR",12/11/2023 0:00:00
"S",559,"WOMEN",12/11/2023 0:00:00
"S",560,"HIGHWAYS",12/11/2023 0:00:00
"S",560,"STATE DEPTS",12/11/2023 0:00:00
"S",560,"TRANSPORT",12/11/2023 0:00:00
"S",561,"STATE OFFICE",12/11/2023 0:00:00
"S",562,"MUNICIPALITI",12/11/2023 0:00:00
"S",562,"POLICE",12/11/2023 0:00:00
"S",563,"CRIM PROCED",12/11/2023 0:00:00
"S",563,"CRIMES",12/11/2023 0:00:00
"S",563,"VETERANS",12/11/2023 0:00:00
"S",564,"CRIM PROCED",12/11/2023 0:00:00
"S",564,"CRIMES",12/11/2023 0:00:00
"S",564,"WEAPONS",12/11/2023 0:00:00
"S",565,"CRIM PROCED",12/11/2023 0:00:00
"S",565,"CRIMES",12/11/2023 0:00:00
"S",565,"MV OFFENSES",12/11/2023 0:00:00
"S",566,"CORRECTIONS",12/11/2023 0:00:00
"S",566,"CRIM PROCED",12/11/2023 0:00:00
"S",566,"CRIMES",12/11/2023 0:00:00
"S",566,"POLICE",12/11/2023 0:00:00
"S",566,"PROSECUTORS",12/11/2023 0:00:00
"S",567,"CRIM PROCED",12/11/2023 0:00:00
"S",567,"CRIMES",12/11/2023 0:00:00
"S",568,"COMMUNICATIO",12/11/2023 0:00:00
"S",568,"POLICE",12/11/2023 0:00:00
"S",569,"FIREFIGHTERS",12/11/2023 0:00:00
"S",569,"PUB RECORDS",12/11/2023 0:00:00
"S",570,"CIVIL SVC",12/11/2023 0:00:00
"S",570,"FEDERAL REL",12/11/2023 0:00:00
"S",570,"VETERANS",12/11/2023 0:00:00
"S",571,"LEGISLATURE",12/11/2023 0:00:00
"S",571,"MARRIAGE",12/11/2023 0:00:00
"S",572,"CIVIL ACTION",12/11/2023 0:00:00
"S",572,"CRIMES",12/11/2023 0:00:00
"S",572,"TERRORISM",12/11/2023 0:00:00
"S",573,"CRIM PROCED",12/11/2023 0:00:00
"S",573,"CRIMES",12/11/2023 0:00:00
"S",574,"SCH BOARDS",12/11/2023 0:00:00
"S",575,"POLICE",12/11/2023 0:00:00
"S",575,"SCH BOARDS",12/11/2023 0:00:00
"S",576,"EDUCATION",12/11/2023 0:00:00
"S",576,"SCH FACILITI",12/11/2023 0:00:00
"S  ",577,"EDUC FINANCE",12/11/2023 0:00:00
"S  ",577,"HIGHER ED",12/11/2023 0:00:00
"S  ",577,"VETERANS",12/11/2023 0:00:00
"S",578,"CIVIL RIGHTS",12/11/2023 0:00:00
"S",578,"EDUCATION",12/11/2023 0:00:00
"S",579,"CONSUMER AFF",12/11/2023 0:00:00
"S",579,"STATE DEPTS",12/11/2023 0:00:00
"S",580,"FLOOD",12/11/2023 0:00:00
"S",580,"SUPPL APPROP",12/11/2023 0:00:00
"S",581,"ANIMALS",12/11/2023 0:00:00
"S",581,"CRIM PROCED",12/11/2023 0:00:00
"S",581,"CRIMES",12/11/2023 0:00:00
"S",582,"CRIM PROCED",12/11/2023 0:00:00
"S",582,"CRIMES",12/11/2023 0:00:00
"S",584,"MV REGULATIO",12/11/2023 0:00:00
"S",584,"VETERANS",12/11/2023 0:00:00
"S",585,"MENTAL HEALT",12/11/2023 0:00:00
"S",585,"MV REGULATIO",12/11/2023 0:00:00
"S",586,"JUDICIARY",12/11/2023 0:00:00
"S",586,"MOTOR VEHICL",12/11/2023 0:00:00
"S",586,"PUB RECORDS",12/11/2023 0:00:00
"S",587,"CONSUMER AFF",12/11/2023 0:00:00
"S",587,"INSURANCE",12/11/2023 0:00:00
"S",588,"CRIM PROCED",12/11/2023 0:00:00
"S",588,"CRIMES",12/11/2023 0:00:00
"S",589,"HIGHWAYS",12/11/2023 0:00:00
"S",589,"MUNICIPALITI",12/11/2023 0:00:00
"S",590,"WEAPONS",12/11/2023 0:00:00
"S",591,"JUDGES",12/11/2023 0:00:00
"S",592,"CRIM PROCED",12/11/2023 0:00:00
"S",592,"CRIMES",12/11/2023 0:00:00
"S",593,"CRIM PROCED",12/11/2023 0:00:00
"S",593,"CRIMES",12/11/2023 0:00:00
"S",594,"HEALTH INSUR",12/11/2023 0:00:00
"S",595,"AFFORD HOUS",12/11/2023 0:00:00
"S",595,"SR CITIZENS",12/11/2023 0:00:00
"S",596,"PUBLIC UTIL",12/11/2023 0:00:00
"S",597,"CONSUMER AFF",12/11/2023 0:00:00
"S",597,"PUB RECORDS",12/11/2023 0:00:00
"S",597,"PUBLIC UTIL",12/11/2023 0:00:00
"S",598,"INCOME TAX",12/11/2023 0:00:00
"S",598,"VETERANS",12/11/2023 0:00:00
"S",599,"CONSUMER FIN",12/11/2023 0:00:00
"S",600,"EMER SVCS",12/11/2023 0:00:00
"S",600,"EMERG MGMT",12/11/2023 0:00:00
"S",600,"HIGHER ED",12/11/2023 0:00:00
"S  ",601,"PENSIONS POL",12/11/2023 0:00:00
"S",602,"CHARITABLE",12/11/2023 0:00:00
"S",602,"DRUG ABUSE",12/11/2023 0:00:00
"S",602,"ED HEALTH",12/11/2023 0:00:00
"S",602,"HEALTH PROF",12/11/2023 0:00:00
"S",603,"BUS TAXES",12/11/2023 0:00:00
"S",603,"CORPORATIONS",12/11/2023 0:00:00
"S",603,"INCOME TAX",12/11/2023 0:00:00
"S",604,"CORPORATIONS",12/11/2023 0:00:00
"S",604,"INCOME TAX",12/11/2023 0:00:00
"S",604,"LABOR",12/11/2023 0:00:00
"S",604,"WAGES",12/11/2023 0:00:00
"S  ",605,"BUS TAXES",12/11/2023 0:00:00
"S  ",605,"INCOME TAX",12/11/2023 0:00:00
"S  ",605,"WAGES",12/11/2023 0:00:00
"S",606,"DISABLED",12/11/2023 0:00:00
"S",606,"MARRIAGE",12/11/2023 0:00:00
"S",606,"PROPERTY",12/11/2023 0:00:00
"S",606,"VETERANS",12/11/2023 0:00:00
"S",607,"CRIM PROCED",12/11/2023 0:00:00
"S",607,"CRIMES",12/11/2023 0:00:00
"S",607,"PROFESSIONS",12/11/2023 0:00:00
"S",608,"COUNTIES",12/11/2023 0:00:00
"S",608,"LABOR",12/11/2023 0:00:00
"S",608,"MUNICIPALITI",12/11/2023 0:00:00
"S",608,"SCH BOARDS",12/11/2023 0:00:00
"S",608,"STATE DEPTS",12/11/2023 0:00:00
"S",609,"FARMLAND",12/11/2023 0:00:00
"S",610,"EMER SVCS",12/11/2023 0:00:00
"S",611,"CRIM PROCED",12/11/2023 0:00:00
"S",611,"CRIMES",12/11/2023 0:00:00
"S",611,"DOMESTIC VIO",12/11/2023 0:00:00
"S",612,"DOMESTIC VIO",12/11/2023 0:00:00
"S",612,"WEAPONS",12/11/2023 0:00:00
"S",613,"EMERG MGMT",12/11/2023 0:00:00
"S",613,"MV REGULATIO",12/11/2023 0:00:00
"S",613,"VETERANS",12/11/2023 0:00:00
"S",614,"CRIMES",12/11/2023 0:00:00
"S",614,"SEX OFFEND",12/11/2023 0:00:00
"S",615,"ANIMALS",12/11/2023 0:00:00
"S",615,"INCOME TAX",12/11/2023 0:00:00
"S",616,"PROPERTY TAX",12/11/2023 0:00:00
"S",617,"DRUG ABUSE",12/11/2023 0:00:00
"S",618,"SCH BOARDS",12/11/2023 0:00:00
"S",619,"INCOME TAX",12/11/2023 0:00:00
"S",619,"WILLS",12/11/2023 0:00:00
"S",620,"EMERG MGMT",12/11/2023 0:00:00
"S",620,"FIREFIGHTERS",12/11/2023 0:00:00
"S",620,"INCOME TAX",12/11/2023 0:00:00
"S",621,"WAGES",12/11/2023 0:00:00
"S",622,"MV REGULATIO",12/11/2023 0:00:00
"S",623,"CRIMES",12/11/2023 0:00:00
"S",623,"WEAPONS",12/11/2023 0:00:00
"S",624,"MENTAL HEALT",12/11/2023 0:00:00
"S",624,"VETERANS",12/11/2023 0:00:00
"S",625,"MV REGULATIO",12/11/2023 0:00:00
"S",626,"AGRICULTURE",12/11/2023 0:00:00
"S",626,"FARMLAND",12/11/2023 0:00:00
"S",627,"INCOME TAX",12/11/2023 0:00:00
"S",627,"VETERANS",12/11/2023 0:00:00
"S",628,"CHILD ABUSE",12/11/2023 0:00:00
"S",628,"CHILDREN",12/11/2023 0:00:00
"S",628,"SEX OFFEND",12/11/2023 0:00:00
"S",628,"STATE GOVT",12/11/2023 0:00:00
"S",629,"BUS TAXES",12/11/2023 0:00:00
"S",629,"INCOME TAX",12/11/2023 0:00:00
"S",629,"LABOR",12/11/2023 0:00:00
"S",630,"LOC GOVT",12/11/2023 0:00:00
"S",630,"OPEN SPACE",12/11/2023 0:00:00
"S",631,"EMER SVCS",12/11/2023 0:00:00
"S",631,"OPEN SPACE",12/11/2023 0:00:00
"S",632,"AGRICULTURE",12/11/2023 0:00:00
"S",632,"BUS TAXES",12/11/2023 0:00:00
"S",632,"INCOME TAX",12/11/2023 0:00:00
"S",633,"TEACHERS",12/11/2023 0:00:00
"S",634,"HUMAN SVCS",12/11/2023 0:00:00
"S",635,"EDUCATION",12/11/2023 0:00:00
"S",636,"PROFESSIONS",12/11/2023 0:00:00
"S",637,"ANIMALS",12/11/2023 0:00:00
"S",637,"ENVIRONMENT",12/11/2023 0:00:00
"S",637,"OPEN SPACE",12/11/2023 0:00:00
"S",638,"CHILDREN",12/11/2023 0:00:00
"S",638,"LEGISLATURE",12/11/2023 0:00:00
"S",638,"VETERANS",12/11/2023 0:00:00
"S",639,"ANIMALS",12/11/2023 0:00:00
"S",639,"INCOME TAX",12/11/2023 0:00:00
"S",640,"AGRICULTURE",12/11/2023 0:00:00
"S",640,"INCOME TAX",12/11/2023 0:00:00
"S",641,"AGRICULTURE",1/9/2024 0:00:00
"S",642,"COMMISSIONS",12/11/2023 0:00:00
"S",642,"HISTORIC PRE",12/11/2023 0:00:00
"S",642,"INTERNET",12/11/2023 0:00:00
"S",643,"INCOME TAX",12/11/2023 0:00:00
"S",643,"VETERANS",12/11/2023 0:00:00
"S",644,"DEVEL DISAB",12/11/2023 0:00:00
"S",644,"MENTAL HEALT",12/11/2023 0:00:00
"S",645,"PROPERTY TAX",12/11/2023 0:00:00
"S",646,"PROPERTY TAX",12/11/2023 0:00:00
"S",647,"COMMISSIONS",12/12/2023 0:00:00
"S",647,"HEALTH FAC",12/12/2023 0:00:00
"S",647,"MEDICAID",12/12/2023 0:00:00
"S",648,"ED HEALTH",12/12/2023 0:00:00
"S",648,"TEACHERS",12/12/2023 0:00:00
"S",649,"CONSTR CODES",12/12/2023 0:00:00
"S",649,"HAZ SUBSTANC",12/12/2023 0:00:00
"S",649,"HOTELS",12/12/2023 0:00:00
"S",650,"CRIM PROCED",12/12/2023 0:00:00
"S",650,"CRIMES",12/12/2023 0:00:00
"S",650,"MV OFFENSES",12/12/2023 0:00:00
"S",651,"SCH TRANS",12/12/2023 0:00:00
"S",652,"CRIM PROCED",12/12/2023 0:00:00
"S",652,"CRIMES",12/12/2023 0:00:00
"S",653,"DEVEL DISAB",12/12/2023 0:00:00
"S",654,"COURT ADMIN",12/12/2023 0:00:00
"S",655,"PROPERTY TAX",12/12/2023 0:00:00
"S",656,"CHILDREN",12/12/2023 0:00:00
"S",656,"HEALTH",12/12/2023 0:00:00
"S",656,"HUMAN SVCS",12/12/2023 0:00:00
"S",657,"CHILDREN",12/12/2023 0:00:00
"S",657,"HEALTH",12/12/2023 0:00:00
"S",657,"HUMAN SVCS",12/12/2023 0:00:00
"S",658,"HEALTH",12/12/2023 0:00:00
"S",658,"PUB EMP BENE",12/12/2023 0:00:00
"S",659,"DISEASE",12/12/2023 0:00:00
"S",660,"CHILDREN",12/12/2023 0:00:00
"S",660,"CRIM PROCED",12/12/2023 0:00:00
"S",660,"CRIMES",12/12/2023 0:00:00
"S",660,"SCH TRANS",12/12/2023 0:00:00
"S",661,"HEALTH",12/12/2023 0:00:00
"S",661,"WOMEN",12/12/2023 0:00:00
"S",662,"EDUCATION",12/12/2023 0:00:00
"S",662,"SALES TAX",12/12/2023 0:00:00
"S",663,"DEVEL DISAB",12/12/2023 0:00:00
"S",664,"ALCO TAXES",12/12/2023 0:00:00
"S",664,"COMMISSIONS",12/12/2023 0:00:00
"S",664,"DISEASE",12/12/2023 0:00:00
"S",665,"VETERANS",12/12/2023 0:00:00
"S",666,"COMMERCE",12/12/2023 0:00:00
"S",667,"CURRICULA",12/12/2023 0:00:00
"S",667,"EDUC FINANCE",12/12/2023 0:00:00
"S  ",668,"MEDICAID",12/12/2023 0:00:00
"S",669,"MEDICAID",12/12/2023 0:00:00
"S",670,"SCH TRANS",12/12/2023 0:00:00
"S",671,"EDUC FINANCE",12/12/2023 0:00:00
"S",671,"EDUCATION",12/12/2023 0:00:00
"S",672,"MINORITY",12/12/2023 0:00:00
"S",672,"STATE GOVT",12/12/2023 0:00:00
"S",673,"DEVEL DISAB",12/12/2023 0:00:00
"S",673,"STATE DEPTS",12/12/2023 0:00:00
"S",674,"HEALTH FAC",12/12/2023 0:00:00
"S",674,"HEALTH PROF",12/12/2023 0:00:00
"S",674,"HUMAN SVCS",12/12/2023 0:00:00
"S",675,"HUMAN SVCS",12/12/2023 0:00:00
"S",676,"MINORITY",12/12/2023 0:00:00
"S",676,"STATE GOVT",12/12/2023 0:00:00
"S",677,"MARIJUANA",12/12/2023 0:00:00
"S",678,"HEALTH",12/12/2023 0:00:00
"S",678,"HEALTH FAC",12/12/2023 0:00:00
"S",679,"BEACHES",12/12/2023 0:00:00
"S",679,"CURRICULA",12/12/2023 0:00:00
"S",679,"SCH BOARDS",12/12/2023 0:00:00
"S",680,"INTERNET",12/12/2023 0:00:00
"S",680,"LAND USE",12/12/2023 0:00:00
"S",680,"LOCAL OFFICE",12/12/2023 0:00:00
"S",681,"CONSUMER AFF",12/12/2023 0:00:00
"S",681,"ENERGY",12/12/2023 0:00:00
"S",682,"HEALTH",12/12/2023 0:00:00
"S",682,"HUMAN SVCS",12/12/2023 0:00:00
"S",683,"CRIM PROCED",12/12/2023 0:00:00
"S",683,"CRIMES",12/12/2023 0:00:00
"S",684,"COMMUNICATIO",12/12/2023 0:00:00
"S",684,"HEALTH",12/12/2023 0:00:00
"S",684,"HEALTH FAC",12/12/2023 0:00:00
"S",684,"INTERNET",12/12/2023 0:00:00
"S",684,"TELEVISION",12/12/2023 0:00:00
"S",685,"HEALTH INSUR",12/12/2023 0:00:00
"S",686,"HOUSING FIN",12/12/2023 0:00:00
"S",686,"WILLS",12/12/2023 0:00:00
"S",687,"COMMEMORATIO",12/12/2023 0:00:00
"S",687,"HIGHWAYS",12/12/2023 0:00:00
"S",688,"PROFESSIONS",12/12/2023 0:00:00
"S",689,"DISEASE",12/12/2023 0:00:00
"S",689,"MV REGULATIO",12/12/2023 0:00:00
"S",690,"HUMAN SVCS",12/12/2023 0:00:00
"S",690,"SR CITIZENS",12/12/2023 0:00:00
"S",691,"PROFESSIONS",12/12/2023 0:00:00
"S",692,"EDUC FINANCE",12/12/2023 0:00:00
"S",692,"SCH BOARDS",12/12/2023 0:00:00
"S",693,"HEALTH",12/12/2023 0:00:00
"S",693,"MEDICAID",12/12/2023 0:00:00
"S",694,"DISABLED",12/12/2023 0:00:00
"S",695,"EDUCATION",12/12/2023 0:00:00
"S",695,"HIGHER ED",12/12/2023 0:00:00
"S",696,"DRUG ABUSE",12/12/2023 0:00:00
"S",696,"HEALTH FAC",12/12/2023 0:00:00
"S",697,"ALCOHOLIC BE",12/12/2023 0:00:00
"S",698,"HIGHER ED",12/12/2023 0:00:00
"S",698,"SCI AND TECH",12/12/2023 0:00:00
"S",699,"ENVIRONMENT",12/12/2023 0:00:00
"S",700,"CIVIL RIGHTS",12/12/2023 0:00:00
"S",700,"HEALTH",12/12/2023 0:00:00
"S",701,"HEALTH FAC",12/12/2023 0:00:00
"S",701,"WOMEN",12/12/2023 0:00:00
"S",702,"HEALTH PROF",12/12/2023 0:00:00
"S",703,"EDUC FINANCE",12/12/2023 0:00:00
"S",703,"SUPPL APPROP",12/12/2023 0:00:00
"S",704,"BEACHES",12/12/2023 0:00:00
"S",704,"MUNICIPALITI",12/12/2023 0:00:00
"S",704,"VETERANS",12/12/2023 0:00:00
"S",705,"INTERNAT AFF",12/12/2023 0:00:00
"S",706,"ANIMAL CRUEL",12/12/2023 0:00:00
"S",707,"POLICE",12/12/2023 0:00:00
"S",708,"COMMERCE",12/12/2023 0:00:00
"S",708,"MUNICIPALITI",12/12/2023 0:00:00
"S",709,"EDUCATION",12/14/2023 0:00:00
"S",709,"SUPPL APPROP",12/14/2023 0:00:00
"S",710,"PUB ASSIST",12/14/2023 0:00:00
"S",711,"HOUSING",12/14/2023 0:00:00
"S",711,"LANDLORD",12/14/2023 0:00:00
"S",712,"POLICE",12/14/2023 0:00:00
"S",712,"WEAPONS",12/14/2023 0:00:00
"S",713,"CORPORATIONS",12/14/2023 0:00:00
"S",713,"DISABLED",12/14/2023 0:00:00
"S",713,"ST CONTRACTS",12/14/2023 0:00:00
"S",714,"ED HEALTH",12/14/2023 0:00:00
"S",714,"EDUCATION",12/14/2023 0:00:00
"S",715,"PUB SAFETY",12/14/2023 0:00:00
"S",715,"SEX OFFEND",12/14/2023 0:00:00
"S",716,"CHILDREN",12/14/2023 0:00:00
"S",716,"HUMAN SVCS",12/14/2023 0:00:00
"S",717,"HEALTH PROF",12/14/2023 0:00:00
"S",718,"PROPERTY",12/14/2023 0:00:00
"S",719,"DEVEL DISAB",12/14/2023 0:00:00
"S",719,"JUDICIARY",12/14/2023 0:00:00
"S",720,"CHILD ABUSE",12/14/2023 0:00:00
"S",720,"DEVEL DISAB",12/14/2023 0:00:00
"S",721,"SALES TAX",12/14/2023 0:00:00
"S",722,"DEVEL DISAB",12/14/2023 0:00:00
"S",722,"MV REGULATIO",12/14/2023 0:00:00
"S",723,"AGRICULTURE",12/14/2023 0:00:00
"S",724,"FARMLAND",12/14/2023 0:00:00
"S",725,"CRIMES",12/14/2023 0:00:00
"S",725,"HOUSING",12/14/2023 0:00:00
"S",726,"HIGHER ED",12/14/2023 0:00:00
