"CommHouse","Date","Time","Type","Action","LastName","FirstName","MiddleName","Position","Term","Resides_At","ModDate"
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Leitner","Christopher","B.","to be a Judge of the Superior Court","to succeed the Honorable Theresa A. Cunningham, J.S.C., following her retirement, for the term prescribed by law.","Point Pleasant",12/22/2025 0:00:00
"SJU","12/18/2025","10:30 AM","Meeting","Interviewed","Leitner","Christopher","B.","to be a Judge of the Superior Court","to succeed the Honorable Theresa A. Cunningham, J.S.C., following her retirement, for the term prescribed by law.","Point Pleasant",12/16/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Reported From Committee","Leitner","Christopher","B.","to be a Judge of the Superior Court","to succeed the Honorable Theresa A. Cunningham, J.S.C., following her retirement, for the term prescribed by law.","Point Pleasant",12/18/2025 0:00:00
"S","10/27/2025","12:00 PM","Quorum","Referred To Committee","Leitner","Christopher","B.","to be a Judge of the Superior Court","to succeed the Honorable Theresa A. Cunningham, J.S.C., following her retirement, for the term prescribed by law.","Point Pleasant",10/27/2025 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Lemieux","Marc","C.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Sea Girt",3/18/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Lemieux","Marc","C.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Sea Girt",6/28/2024 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Reported From Committee","Lemieux","Marc","C.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Sea Girt",6/13/2024 0:00:00
"SJU","6/13/2024","10:00 AM","Meeting","Interviewed","Lemieux","Marc","C.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law, until reaching the age of 70 years.","Sea Girt",5/31/2024 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Lenahan","Kevin"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Flanders",12/22/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Lenahan","Kevin"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Flanders",12/22/2025 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Considered","Lenahan","Kevin"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Flanders",12/19/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Lenahan","Kevin"," ","to be a member of the William Paterson University of New Jersey - Board of Trustees","to succeed himself, for the term prescribed by law.","Flanders",11/20/2025 0:00:00
"S","6/2/2025","11:00 AM","Session","Advise and Consent","Leonard","Ian"," ","to be a member of the State Lottery Commission","to succeed himself, for the term prescribed by law, currently set to expire April 2, 2029.","Camden",6/2/2025 0:00:00
"S","5/29/2025","12:00 PM","Quorum","Reported From Committee","Leonard","Ian"," ","to be a member of the State Lottery Commission","to succeed himself, for the term prescribed by law, currently set to expire April 2, 2029.","Camden",5/29/2025 0:00:00
"S","2/25/2025","01:00 PM","Session","Referred To Committee","Leonard","Ian"," ","to be a member of the State Lottery Commission","to succeed himself, for the term prescribed by law, currently set to expire April 2, 2029.","Camden",2/25/2025 0:00:00
"SJU","5/29/2025","10:00 AM","Meeting","Considered","Leonard","Ian"," ","to be a member of the State Lottery Commission","to succeed himself, for the term prescribed by law, currently set to expire April 2, 2029.","Camden",5/27/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Withdrawn","Lepore","Pasquale"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Bruce James, for the term prescribed by law, currently set to expire on October 25, 2028.","Haledon",12/15/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Lepore","Pasquale"," ","to be a member of the Highlands Water Protection and Planning Council","to replace Bruce James, for the term prescribed by law, currently set to expire on October 25, 2028.","Haledon",6/12/2025 0:00:00
"S","11/24/2025","12:00 PM","Quorum","Referred To Committee","Levin","Joseph","A.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","Margate",11/24/2025 0:00:00
"S","12/1/2025","12:00 AM","Quorum","Reported From Committee","Levin","Joseph","A.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","Margate",12/1/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Levin","Joseph","A.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","Margate",12/18/2025 0:00:00
"SJU","12/1/2025","10:00 AM","Meeting","Interviewed","Levin","Joseph","A.","to be a Judge of the Superior Court","to succeed himself, for the term prescribed by law.","Margate",11/26/2025 0:00:00
"SJU","6/13/2024","10:00 AM","Meeting","Considered","Lewis","Crystal"," ","to be a member of the New Jersey State Board of Cosmetology and Hairstyling","to replace Maria Fontana, for the term prescribed by law, currently set to expire December 4, 2025.","Pennsauken",6/10/2024 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Reported From Committee","Lewis","Crystal"," ","to be a member of the New Jersey State Board of Cosmetology and Hairstyling","to replace Maria Fontana, for the term prescribed by law, currently set to expire December 4, 2025.","Pennsauken",6/14/2024 0:00:00
"S","6/28/2024","02:00 PM","Session","Advise and Consent","Lewis","Crystal"," ","to be a member of the New Jersey State Board of Cosmetology and Hairstyling","to replace Maria Fontana, for the term prescribed by law, currently set to expire December 4, 2025.","Pennsauken",6/28/2024 0:00:00
"S","5/16/2024","12:00 PM","Quorum","Referred To Committee","Lewis","Crystal"," ","to be a member of the New Jersey State Board of Cosmetology and Hairstyling","to replace Maria Fontana, for the term prescribed by law, currently set to expire December 4, 2025.","Pennsauken",5/16/2024 0:00:00
"S","5/29/2025","12:00 PM","Quorum","Reported From Committee","Licitra","Ross"," ","to be a member of the Domestic Companion Animal Council","to replace Terrence Clark, for the term prescribed by law, currently set to expire December 2, 2025.","Morganville",5/29/2025 0:00:00
"S","5/12/2025","12:00 PM","Quorum","Referred To Committee","Licitra","Ross"," ","to be a member of the Domestic Companion Animal Council","to replace Terrence Clark, for the term prescribed by law, currently set to expire December 2, 2025.","Morganville",5/12/2025 0:00:00
"S","6/2/2025","11:00 AM","Session","Advise and Consent","Licitra","Ross"," ","to be a member of the Domestic Companion Animal Council","to replace Terrence Clark, for the term prescribed by law, currently set to expire December 2, 2025.","Morganville",6/2/2025 0:00:00
"SJU","5/29/2025","10:00 AM","Meeting","Considered","Licitra","Ross"," ","to be a member of the Domestic Companion Animal Council","to replace Terrence Clark, for the term prescribed by law, currently set to expire December 2, 2025.","Morganville",5/27/2025 0:00:00
"SJU","5/29/2025","10:00 AM","Meeting","Interviewed","Liebman","Evelyn"," ","to be a member of the New Jersey Secure Choice Savings Board","to succeed herself, for the term prescribed by law, currently set to expire January 9, 2029.","Mount Holly",5/27/2025 0:00:00
"SJU","11/18/2024","10:00 AM","Meeting","Interviewed","Liebman","Evelyn"," ","to be a member of the New Jersey Secure Choice Savings Board","to succeed herself, for the term prescribed by law, currently set to expire January 9, 2025.","Mount Holly",11/12/2024 0:00:00
"S","6/2/2025","11:00 AM","Session","Advise and Consent","Liebman","Evelyn"," ","to be a member of the New Jersey Secure Choice Savings Board","to succeed herself, for the term prescribed by law, currently set to expire January 9, 2029.","Mount Holly",6/2/2025 0:00:00
"S","5/29/2025","12:00 PM","Quorum","Reported From Committee","Liebman","Evelyn"," ","to be a member of the New Jersey Secure Choice Savings Board","to succeed herself, for the term prescribed by law, currently set to expire January 9, 2029.","Mount Holly",5/29/2025 0:00:00
"S","11/18/2024","12:00 PM","Quorum","Reported From Committee","Liebman","Evelyn"," ","to be a member of the New Jersey Secure Choice Savings Board","to succeed herself, for the term prescribed by law, currently set to expire January 9, 2025.","Mount Holly",11/18/2024 0:00:00
"S","9/12/2024","12:00 PM","Quorum","Referred To Committee","Liebman","Evelyn"," ","to be a member of the New Jersey Secure Choice Savings Board","to succeed herself, for the term prescribed by law, currently set to expire January 9, 2025.","Mount Holly",9/12/2024 0:00:00
"S","3/17/2025","12:00 PM","Quorum","Referred To Committee","Liebman","Evelyn"," ","to be a member of the New Jersey Secure Choice Savings Board","to succeed herself, for the term prescribed by law, currently set to expire January 9, 2029.","Mount Holly",3/17/2025 0:00:00
"S","12/19/2024","02:00 PM","Session","Advise and Consent","Liebman","Evelyn"," ","to be a member of the New Jersey Secure Choice Savings Board","to succeed herself, for the term prescribed by law, currently set to expire January 9, 2025.","Mount Holly",12/19/2024 0:00:00
"S","5/12/2025","12:00 PM","Quorum","Referred To Committee","Lipper","Ruth"," ","to be a member of the New Jersey State Council on the Arts","to succeed herself, for the term prescribed by law, currently set to expire December 12, 2026.","Summit",5/12/2025 0:00:00
"S","2/25/2025","01:00 PM","Session","Advise and Consent","Lipsett","Sara","Shuttleworth","to be a member of the Delaware River Port Authority","to succeed herself, for the term prescribed by law, currently set to expire July 1, 2029.","Cherry Hill",2/25/2025 0:00:00
"S","2/20/2025","12:00 PM","Quorum","Reported From Committee","Lipsett","Sara","Shuttleworth","to be a member of the Delaware River Port Authority","to succeed herself, for the term prescribed by law, currently set to expire July 1, 2029.","Cherry Hill",2/20/2025 0:00:00
"S","10/28/2024","02:00 PM","Session","Referred To Committee","Lipsett","Sara","Shuttleworth","to be a member of the Delaware River Port Authority","to succeed herself, for the term prescribed by law, currently set to expire July 1, 2029.","Cherry Hill",10/28/2024 0:00:00
"SJU","2/20/2025","11:00 AM","Meeting","Interviewed","Lipsett","Sara","Shuttleworth","to be a member of the Delaware River Port Authority","to succeed herself, for the term prescribed by law, currently set to expire July 1, 2029.","Cherry Hill",2/13/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Locatell","Michael"," ","to be a member of the Burlington County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2025, thereafter expiring May 1, 2028.","Moorestown",12/18/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Locatell","Michael"," ","to be a member of the Burlington County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2025, thereafter expiring May 1, 2028.","Moorestown",12/11/2025 0:00:00
"S","1/14/2025","01:00 PM","Session","Referred To Committee","Locatell","Michael"," ","to be a member of the Burlington County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2025, thereafter expiring May 1, 2028.","Moorestown",1/14/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Locatell","Michael"," ","to be a member of the Burlington County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2025, thereafter expiring May 1, 2028.","Moorestown",12/15/2025 0:00:00
"S","5/12/2025","12:00 PM","Quorum","Referred To Committee","Loesch","George"," ","to be a member of the Rowan University - Board of Trustees","to succeed himself, for the term prescribed by law, currently set to expire June 30, 2028.","Mount Laurel",5/12/2025 0:00:00
"SJU","1/12/2026","10:00 AM","Meeting","Considered","Loesch","George"," ","to be a member of the Rowan University - Board of Trustees","to succeed himself, for the term prescribed by law, currently set to expire June 30, 2028.","Mount Laurel",1/9/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Loesch","George"," ","to be a member of the Rowan University - Board of Trustees","to succeed himself, for the term prescribed by law, currently set to expire June 30, 2028.","Mount Laurel",1/12/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Reported From Committee","Loesch","George"," ","to be a member of the Rowan University - Board of Trustees","to succeed himself, for the term prescribed by law, currently set to expire June 30, 2028.","Mount Laurel",1/12/2026 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Long","Jennifer"," ","to be a member of the Veterans' Services Council","to succeed Berley Hanna, for the term prescribed by law, currently set to expire March 24, 2025.","Kearny",1/25/2024 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Longo","Mark"," ","to be a member of the New Jersey Sports and Expostion Authority","to replace Joseph Buckelew, for the term prescribed by law.","Cresskill",11/20/2025 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Lora","Hector","C.","to be a member of the Passaic Valley Sewerage Commission","to succeed himself, for the term prescribed by law, ending 5 years from the date of appointment.","Passaic",1/25/2024 0:00:00
"S","12/22/2025","01:00 PM","Session","Advise and Consent","Lora","Hector","C.","to be a member of the Passaic Valley Sewerage Commission","to succeed himself, for the term prescribed by law, ending 5 years from the date of appointment.","Passaic",12/22/2025 0:00:00
"S","12/22/2025","01:00 PM","Session","Reported From Committee","Lora","Hector","C.","to be a member of the Passaic Valley Sewerage Commission","to succeed himself, for the term prescribed by law, ending 5 years from the date of appointment.","Passaic",12/22/2025 0:00:00
"SJU","12/22/2025","10:00 AM","Meeting","Considered","Lora","Hector","C.","to be a member of the Passaic Valley Sewerage Commission","to succeed himself, for the term prescribed by law, ending 5 years from the date of appointment.","Passaic",12/19/2025 0:00:00
"SJU","1/8/2026","10:00 AM","Meeting","Considered","Lubitz","Phillip"," ","to be a member of the Delaware and Raritan Canal Commission","to succeed himself, for the term prescribed by law, currently set to expire March 12, 2029.","Stockton",12/30/2025 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Reported From Committee","Lubitz","Phillip"," ","to be a member of the Delaware and Raritan Canal Commission","to succeed himself, for the term prescribed by law, currently set to expire March 12, 2029.","Stockton",1/8/2026 0:00:00
"S","1/12/2026","12:00 PM","Session","Advise and Consent","Lubitz","Phillip"," ","to be a member of the Delaware and Raritan Canal Commission","to succeed himself, for the term prescribed by law, currently set to expire March 12, 2029.","Stockton",1/12/2026 0:00:00
"S","12/8/2025","12:00 AM","Quorum","Referred To Committee","Lubitz","Phillip"," ","to be a member of the Delaware and Raritan Canal Commission","to succeed himself, for the term prescribed by law, currently set to expire March 12, 2029.","Stockton",12/8/2025 0:00:00
"S","6/28/2024","02:00 PM","Session","Referred To Committee","Lucas","Lourdes"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Fair Haven",6/28/2024 0:00:00
"S","10/24/2024","12:00 PM","Quorum","Reported From Committee","Lucas","Lourdes"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Fair Haven",10/24/2024 0:00:00
"S","10/28/2024","02:00 PM","Session","Advise and Consent","Lucas","Lourdes"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Fair Haven",10/28/2024 0:00:00
"SJU","10/24/2024","01:00 PM","Meeting","Interviewed","Lucas","Lourdes"," ","to be a Judge of the Superior Court","to succeed herself, for the term prescribed by law, until reaching the age of 70 years.","Fair Haven",10/4/2024 0:00:00
"SJU","2/25/2025","11:30 AM","Meeting","Considered","Lucchesi","Frank"," ","to be a member of the Thomas Edison State University Board of Trustees","to replace Lydia Stockman, for the term prescribed by law, currently set to expire June 30, 2030.","Manahawkin",2/20/2025 0:00:00
"S","1/14/2025","01:00 PM","Session","Referred To Committee","Lucchesi","Frank"," ","to be a member of the Thomas Edison State University Board of Trustees","to replace Lydia Stockman, for the term prescribed by law, currently set to expire June 30, 2030.","Manahawkin",1/14/2025 0:00:00
"S","2/25/2025","01:00 PM","Session","Advise and Consent","Lucchesi","Frank"," ","to be a member of the Thomas Edison State University Board of Trustees","to replace Lydia Stockman, for the term prescribed by law, currently set to expire June 30, 2030.","Manahawkin",2/25/2025 0:00:00
"S","2/25/2025","01:00 PM","Session","Reported From Committee","Lucchesi","Frank"," ","to be a member of the Thomas Edison State University Board of Trustees","to replace Lydia Stockman, for the term prescribed by law, currently set to expire June 30, 2030.","Manahawkin",2/25/2025 0:00:00
"S","12/4/2025","12:00 AM","Quorum","Referred To Committee","Luther","Michael","M.","to be a Judge of the Division of Workers' Compensation","to succeed himself, for the term prescribed by law.","Mt.Tabor",12/4/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Luther","Michael","M.","to be a Judge of the Division of Workers' Compensation","to succeed himself, for the term prescribed by law.","Mt.Tabor",12/15/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Interviewed","Luther","Michael","M.","to be a Judge of the Division of Workers' Compensation","to succeed himself, for the term prescribed by law.","Mt.Tabor",12/11/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Luther","Michael","M.","to be a Judge of the Division of Workers' Compensation","to succeed himself, for the term prescribed by law.","Mt.Tabor",12/18/2025 0:00:00
"SJU","12/16/2024","10:00 AM","Meeting","Considered","Luttrell","Renee"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2026.","Holmdel",12/9/2024 0:00:00
"S","12/19/2024","02:00 PM","Session","Advise and Consent","Luttrell","Renee"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2026.","Holmdel",12/19/2024 0:00:00
"S","12/16/2024","12:00 PM","Quorum","Reported From Committee","Luttrell","Renee"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2026.","Holmdel",12/16/2024 0:00:00
"S","11/18/2024","12:00 PM","Quorum","Referred To Committee","Luttrell","Renee"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2026.","Holmdel",11/18/2024 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Lyons","James"," ","to be a member of the New Jersey State Parks and Open Space Foundation","for the term prescribed by law, ending 2 years from the date of appointment.","West Milford",6/12/2025 0:00:00
"S","11/18/2024","12:00 PM","Quorum","Referred To Committee","Mabie","Benjamin","Harrison","to be a member of the Ocean County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2029.","Pine Beach",11/18/2024 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","MacFarlane","James"," ","to be a member of the South Jersey Port Corporation","to succeed Craig Remington, for the term prescribed by law, currently set to expire November 25, 2026.","Collingswood",1/25/2024 0:00:00
"S","2/8/2024","12:00 PM","Quorum","Reported From Committee","MacFarlane","James"," ","to be a member of the South Jersey Port Corporation","to succeed Craig Remington, for the term prescribed by law, currently set to expire November 25, 2026.","Collingswood",2/8/2024 0:00:00
"S","2/12/2024","11:00 AM","Session","Advise and Consent","MacFarlane","James"," ","to be a member of the South Jersey Port Corporation","to succeed Craig Remington, for the term prescribed by law, currently set to expire November 25, 2026.","Collingswood",2/12/2024 0:00:00
"SJU","2/8/2024","10:00 AM","Meeting","Considered","MacFarlane","James"," ","to be a member of the South Jersey Port Corporation","to succeed Craig Remington, for the term prescribed by law, currently set to expire November 25, 2026.","Collingswood",2/5/2024 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Mack-Pollock","Shona"," ","to be the Passaic County Superintendent of Elections","to succeed herself, for the term prescribed by law, ending 5 years from the date of appointment.","Wanaque",12/18/2025 0:00:00
"SJU","12/1/2025","10:00 AM","Meeting","Considered","Mack-Pollock","Shona"," ","to be the Passaic County Superintendent of Elections","to succeed herself, for the term prescribed by law, ending 5 years from the date of appointment.","Wanaque",11/28/2025 0:00:00
"S","12/16/2024","12:00 PM","Quorum","Referred To Committee","Mack-Pollock","Shona"," ","to be the Passaic County Superintendent of Elections","to succeed herself, for the term prescribed by law, ending 5 years from the date of appointment.","Wanaque",12/16/2024 0:00:00
"S","5/19/2025","12:00 PM","Quorum","Withdrawn","Mack-Pollock","Shona"," ","to be the Passaic County Superintendent of Elections","to succeed herself, for the term prescribed by law.","Wanaque",5/19/2025 0:00:00
"S","5/12/2025","12:00 PM","Quorum","Referred To Committee","Mack-Pollock","Shona"," ","to be the Passaic County Superintendent of Elections","to succeed herself, for the term prescribed by law.","Wanaque",5/12/2025 0:00:00
"S","12/1/2025","12:00 AM","Quorum","Reported From Committee","Mack-Pollock","Shona"," ","to be the Passaic County Superintendent of Elections","to succeed herself, for the term prescribed by law, ending 5 years from the date of appointment.","Wanaque",12/1/2025 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Mackay","John","E.","to be a member of the Hunterdon County Board of Taxation","to succeed Anthony Danzo, for the term prescribed by law, currently set to expire May 1, 2025.","Flemington",1/25/2024 0:00:00
"S","1/8/2026","12:00 PM","Quorum","Referred To Committee","Mackey","Scot"," ","to be a member of the Atlantic States Marine Fisheries Commission","to replace Jeffrey Kaelin, for the term prescribed by law.","Haddonfield",1/9/2026 0:00:00
"SJU","6/26/2025","10:00 AM","Meeting","Interviewed","Maer","Kelly"," ","to be a member of the Horizon Blue Cross and Blue Shield Inc. of New Jersey - Board of Directors","to succeed herself, for the term prescribed by law, currently set ot expire November 1, 2025, thereafter set to expire November 1, 2028.","Manasquan",6/19/2025 0:00:00
"S","6/30/2025","11:00 AM","Session","Advise and Consent","Maer","Kelly"," ","to be a member of the Horizon Blue Cross and Blue Shield Inc. of New Jersey - Board of Directors","to succeed herself, for the term prescribed by law, currently set ot expire November 1, 2025, thereafter set to expire November 1, 2028.","Manasquan",6/30/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Maer","Kelly"," ","to be a member of the Horizon Blue Cross and Blue Shield Inc. of New Jersey - Board of Directors","to succeed herself, for the term prescribed by law, currently set ot expire November 1, 2025, thereafter set to expire November 1, 2028.","Manasquan",6/12/2025 0:00:00
"S","6/26/2025","12:00 PM","Quorum","Reported From Committee","Maer","Kelly"," ","to be a member of the Horizon Blue Cross and Blue Shield Inc. of New Jersey - Board of Directors","to succeed herself, for the term prescribed by law, currently set ot expire November 1, 2025, thereafter set to expire November 1, 2028.","Manasquan",6/26/2025 0:00:00
"S","6/26/2025","12:00 PM","Quorum","Reported From Committee","Mains","Deborah","L.","to be a Judge of the Superior Court","to succeed the Honorable George H. Gangloff, Jr., J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Franklinville",6/26/2025 0:00:00
"S","6/30/2025","11:00 AM","Session","Advise and Consent","Mains","Deborah","L.","to be a Judge of the Superior Court","to succeed the Honorable George H. Gangloff, Jr., J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Franklinville",6/30/2025 0:00:00
"S","3/17/2025","12:00 PM","Quorum","Referred To Committee","Mains","Deborah","L.","to be a Judge of the Superior Court","to succeed the Honorable George H. Gangloff, Jr., J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Franklinville",3/17/2025 0:00:00
"SJU","6/26/2025","10:00 AM","Meeting","Interviewed","Mains","Deborah","L.","to be a Judge of the Superior Court","to succeed the Honorable George H. Gangloff, Jr., J.S.C., following his retirement, for the term prescribed by law, ending 7 years from the date of appointment.","Franklinville",6/19/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Malave","Juan"," ","to be a member of the Monmouth County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2029.","Howell",12/11/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Malave","Juan"," ","to be a member of the Monmouth County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2029.","Howell",12/18/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Malave","Juan"," ","to be a member of the Monmouth County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2029.","Howell",12/15/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Malave","Juan"," ","to be a member of the Monmouth County Board of Taxation","to succeed himself, for the term prescribed by law, currently set to expire May 1, 2029.","Howell",6/12/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Malcolm-Wint","Tenisha"," ","to be a member of the New Jersey State Parks and Open Space Foundation","for the term prescribed by law, ending 4 years from the date of appointment.","Irvington",6/12/2025 0:00:00
"S","11/20/2025","12:00 PM","Quorum","Referred To Committee","Maldonado","Toshira"," ","to be a member of the New Jersey Advisory Commission on the Status of Women","to replace Louvenia Major, for the term prescribed by law.","Mays Landing",11/20/2025 0:00:00
"S","12/1/2025","12:00 AM","Quorum","Reported From Committee","Maldonado","Toshira"," ","to be a member of the New Jersey Advisory Commission on the Status of Women","to replace Louvenia Major, for the term prescribed by law.","Mays Landing",12/1/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Maldonado","Toshira"," ","to be a member of the New Jersey Advisory Commission on the Status of Women","to replace Louvenia Major, for the term prescribed by law.","Mays Landing",12/18/2025 0:00:00
"SJU","12/1/2025","10:00 AM","Meeting","Considered","Maldonado","Toshira"," ","to be a member of the New Jersey Advisory Commission on the Status of Women","to replace Louvenia Major, for the term prescribed by law.","Mays Landing",11/26/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Considered","Mallet","Amy"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2028.","Tinton Falls",12/11/2025 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Mallet","Amy"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2028.","Tinton Falls",12/18/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Mallet","Amy"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2028.","Tinton Falls",12/15/2025 0:00:00
"S","6/12/2025","12:00 PM","Quorum","Referred To Committee","Mallet","Amy"," ","to be a member of the Monmouth County Board of Taxation","to succeed herself, for the term prescribed by law, currently set to expire May 1, 2028.","Tinton Falls",6/12/2025 0:00:00
"S","12/15/2025","12:00 AM","Quorum","Reported From Committee","Maloney","John","K.","to be an Administrative Law Judge","for the term prescribed by law, ending 1 year from the date of appointment.","Ewing Township",12/15/2025 0:00:00
"S","12/12/2024","12:00 PM","Quorum","Referred To Committee","Maloney","John","K.","to be an Administrative Law Judge","for the term prescribed by law, ending 1 year from the date of appointment.","Ewing Township",12/12/2024 0:00:00
"S","12/18/2025","01:00 PM","Session","Advise and Consent","Maloney","John","K.","to be an Administrative Law Judge","for the term prescribed by law, ending 1 year from the date of appointment.","Ewing Township",12/18/2025 0:00:00
"SJU","12/15/2025","10:00 AM","Meeting","Interviewed","Maloney","John","K.","to be an Administrative Law Judge","for the term prescribed by law, ending 1 year from the date of appointment.","Ewing Township",12/11/2025 0:00:00
"SJU","2/8/2024","10:00 AM","Meeting","Considered","Maloney","Michael"," ","to be a member of the New Jersey Schools Development Authority","to succeed himself, for the term prescribed by law,   currently set to expire June 25, 2028.","Hamilton",2/5/2024 0:00:00
"S","1/25/2024","12:00 PM","Quorum","Referred To Committee","Maloney","Michael"," ","to be a member of the New Jersey Schools Development Authority","to succeed himself, for the term prescribed by law,   currently set to expire June 25, 2028.","Hamilton",1/25/2024 0:00:00
"S","2/12/2024","11:00 AM","Session","Advise and Consent","Maloney","Michael"," ","to be a member of the New Jersey Schools Development Authority","to succeed himself, for the term prescribed by law,   currently set to expire June 25, 2028.","Hamilton",2/12/2024 0:00:00
"S","2/8/2024","12:00 PM","Quorum","Reported From Committee","Maloney","Michael"," ","to be a member of the New Jersey Schools Development Authority","to succeed himself, for the term prescribed by law,   currently set to expire June 25, 2028.","Hamilton",2/8/2024 0:00:00
"S","3/18/2024","11:00 AM","Session","Referred To Committee","Maples","Mary"," ","to be a member of the Stockton University Board of Trustees","to replace Nancy Davis, for the term prescribed by law, currently set to expire June 30, 2025.","Lincroft",3/18/2024 0:00:00
"S","6/13/2024","12:00 PM","Quorum","Reported From Committee","Maples","Mary"," ","to be a member of the Stockton University Board of Trustees","to replace Nancy Davis, for the term prescribed by law, currently set to expire June 30, 2025.","Lincroft",6/14/2024 0:00:00
