"CommHouse","Date","Time","Type","Location","Comments","RevDate","Status","ModDate"
"AST","5/6/2024","12:00 AM","Meeting",,,,"Not Meeting",5/1/2024 11:29:00
"AST","5/8/2025","12:00 AM","Meeting",,,,"Not Meeting",5/2/2025 12:59:00
"AST","6/16/2025","02:00 PM","Meeting","Committee Room 13, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/13/2025 16:45:00
"AST","6/6/2024","02:00 PM","Meeting","Committee Room 13, 4th Floor, State House Annex, Trenton, NJ","A4479 Tully (pending intro and referral) - Requires social media platforms to cooperate with nonprofit organization initiatives to remove nonconsensual intimate images or videos.

",,"Scheduled",5/31/2024 14:56:00
"AST","9/19/2024","02:00 PM","Meeting","Committee Room 13, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",9/13/2024 14:08:00
"ATG","1/23/2025","02:00 PM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","Revised 1/22/25 - A5196 removed",1/22/2025 0:00:00,"Scheduled",1/22/2025 16:40:00
"ATG","10/21/2024","12:00 AM","Meeting",,,,"Not Meeting",10/16/2024 15:34:00
"ATG","10/24/2024","10:00 AM","Joint","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Assembly Tourism, Gaming and the Arts Committee and the Senate State Government, Wagering, Tourism & Historic Preservation Committee will meet jointly.",,"Scheduled",10/18/2024 14:21:00
"ATG","11/14/2024","10:00 AM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",11/8/2024 14:25:00
"ATG","12/12/2024","02:00 PM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","A5086 Verrelli (pending intro and referral) - Revises penalty for underage gambling to be civil penalty; provides for all associated fines to be used for gambling addiction treatment.",,"Scheduled",12/6/2024 15:27:00
"ATG","12/15/2025","01:00 PM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","*Revised 12/12/25 - Time change to 1:00 PM.",12/12/2025 0:00:00,"Scheduled",12/12/2025 15:58:00
"ATG","12/4/2025","12:00 AM","Meeting",,,,"Not Meeting",11/25/2025 15:01:00
"ATG","2/1/2024","02:00 PM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited speakers on the current state of the tourism industry in New Jersey. 

",,"Scheduled",2/1/2024 9:36:00
"ATG","2/13/2025","01:00 PM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/7/2025 12:49:00
"ATG","3/10/2025","12:00 AM","Meeting",,,,"Not Meeting",3/5/2025 13:12:00
"ATG","3/18/2025","10:00 AM","Meeting","Monmouth Battlefield Visitor Center, 20 Business Route 33, Manalapan, NJ 07726

","The committee will take testimony from invited guests on the upcoming semiquincentennial celebration of the United States' independence.",,"Scheduled",5/21/2025 10:42:00
"ATG","3/4/2024","12:00 AM","Meeting",,,,"Not Meeting",2/28/2024 16:46:00
"ATG","3/5/2024","10:00 AM","Meeting","Battleship New Jersey, 62 Battleship Place, Camden, NJ","The Assembly Tourism, Gaming and the Arts Committee and the Assembly Military and Veterans' Affairs Committee will meet jointly.",,"Scheduled",2/23/2024 16:21:00
"ATG","5/16/2024","01:00 PM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/10/2024 14:53:00
"ATG","5/29/2025","10:00 AM","Meeting","Cape May Winery and Vineyard, 711 Townbank Road, Cape May, NJ 08204","The committee will receive testimony from invited guests on the growth and development of New Jersey's viticulture industry.",,"Scheduled",5/23/2025 8:58:00
"ATG","5/6/2024","12:00 AM","Meeting",,,,"Not Meeting",5/1/2024 11:32:00
"ATG","5/8/2025","01:00 PM","Meeting","Committee Room 12, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",5/2/2025 15:29:00
"ATG","6/10/2024","10:30 AM","Meeting","One MetLife Stadium Drive, East Rutherford, NJ 07073","The committee will take testimony from invited guests about the upcoming FIFA World Cup 26 event and its potential impact on New Jersey tourism.

",,"Scheduled",5/31/2024 15:08:00
"ATG","6/16/2025","12:00 AM","Meeting",,,,"Not Meeting",6/11/2025 14:08:00
"ATG","6/6/2024","12:00 AM","Meeting",,,,"Not Meeting",5/31/2024 12:59:00
"ATG","9/19/2024","12:00 AM","Meeting",,,,"Not Meeting",9/13/2024 13:08:00
"ATR","1/23/2025","12:00 AM","Meeting",,,,"Not Meeting",1/17/2025 13:37:00
"ATR","10/21/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",10/16/2024 13:03:00
"ATR","11/14/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests concerning ways to improve the New Jersey Transit Corporation ridership experience and methods to facilitate greater cooperation between Amtrak and the New Jersey Transit Corporation.",,"Scheduled",11/8/2024 14:22:00
"ATR","12/12/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*Revised 12/12/24 - A4672 removed.",12/12/2024 0:00:00,"Scheduled",12/12/2024 10:27:00
"ATR","12/15/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/10/2025 13:48:00
"ATR","12/4/2025","12:00 AM","Meeting",,,,"Not Meeting",11/25/2025 14:22:00
"ATR","2/1/2024","12:00 AM","Meeting",,,,"Not Meeting",1/26/2024 15:00:00
"ATR","2/13/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/11/2025 15:26:00
"ATR","3/10/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/5/2025 13:32:00
"ATR","3/4/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",2/28/2024 16:59:00
"ATR","3/7/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/5/2024 14:25:00
"ATR","5/16/2024","12:00 AM","Meeting",,,,"Not Meeting",5/10/2024 14:09:00
"ATR","5/6/2024","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","*Revised 5/2/24 - A4284 added for consideration. Note room change to Committee Room 15.
**Revised 5/3/24 - A4192 added for consideration.",5/3/2024 0:00:00,"Scheduled",5/3/2024 15:10:00
"ATR","5/8/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","A5623 Calabrese (pending intro and referral) - Authorizes NJ Infrastructure Bank to expend certain sums to make loans for transportation infrastructure projects for FY2026; makes appropriation.",,"Scheduled",5/2/2025 14:27:00
"ATR","6/16/2025","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",6/13/2025 9:32:00
"ATR","6/6/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","*Revised 6/5/24 - A1427 has been removed from consideration.",6/5/2024 0:00:00,"Scheduled",6/5/2024 12:34:00
"ATR","9/19/2024","10:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",9/13/2024 13:16:00
"ATU","1/16/2025","12:00 AM","Meeting",,,,"Not Meeting",1/10/2025 12:20:00
"ATU","1/29/2024","12:00 AM","Meeting",,,,"Not Meeting",1/24/2024 14:12:00
"ATU","1/5/2026","10:00 AM","Meeting","Committee Room 13, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/31/2025 14:38:00
"ATU","10/17/2024","12:00 AM","Meeting",,,,"Not Meeting",10/11/2024 10:53:00
"ATU","10/2/2024","11:00 AM","Meeting","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests concerning recent increases in electricity rates and the related cost burden on utility customers in certain service areas.",,"Scheduled",9/17/2024 16:36:00
"ATU","11/24/2025","12:00 AM","Meeting",,,,"Not Meeting",11/19/2025 16:49:00
"ATU","12/11/2025","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ",,,"Scheduled",12/5/2025 16:10:00
"ATU","12/9/2024","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","The committee will receive testimony from invited guests concerning energy storage in New Jersey, including the impacts of small- and large-scale energy storage on the reliability and cost of electricity, recent changes in State energy storage programs,",,"Scheduled",12/4/2024 16:46:00
"ATU","2/10/2025","12:00 AM","Meeting",,,,"Not Meeting",2/5/2025 16:54:00
"ATU","2/22/2024","12:00 AM","Meeting",,,,"Not Meeting",2/16/2024 12:44:00
"ATU","3/11/2024","10:00 AM","Joint","Committee Room 6, 1st Floor, State House Annex, Trenton, NJ","The Assembly Telecommunications and Utilities Committee and the Senate Environment and Energy Committee will meet jointly on Monday, March 11, 2024 at 10:00 AM in Committee Room 6, 1st Floor, State House Annex, Trenton, New Jersey.",,"Scheduled",3/20/2025 17:36:00
"ATU","3/20/2025","10:00 AM","Meeting","Committee Room 9, 3rd Floor, State House Annex, Trenton, NJ",,,"Scheduled",3/14/2025 14:24:00
"ATU","3/28/2025","10:00 AM","Joint","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Assembly Telecommunications and Utilities Committee and the Senate Select Committee will meet jointly on Friday, March 28, 2025 at 10:00 AM in Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.",,"Scheduled",3/21/2025 15:47:00
"ATU","3/6/2025","12:00 AM","Meeting",,,,"Not Meeting",2/28/2025 13:35:00
"ATU","4/25/2025","10:00 AM","Joint","Committee Room 4, 1st Floor, State House Annex, Trenton, NJ","The Assembly Telecommunications and Utilities Committee and the Senate Select Committee will meet jointly on Friday, April 25, 2025 at 10:00 AM in Committee Room 4, 1st Floor, State House Annex, Trenton, New Jersey.",,"Scheduled",10/21/2025 14:17:00
"ATU","5/13/2024","12:00 AM","Meeting",,,,"Not Meeting",5/8/2024 12:13:00
"ATU","5/2/2024","12:00 AM","Meeting",,,,"Not Meeting",4/26/2024 13:34:00
"ATU","5/5/2025","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","*Revised 5/2/25 - A4844 added.",5/2/2025 0:00:00,"Scheduled",5/2/2025 11:54:00
"ATU","6/12/2025","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","The committee will meet to receive testimony from invited guests concerning property taxes paid by providers of telecommunications service.

*Revised 6/9/25 - A1478, A5465, and A5768 added.",6/12/2025 0:00:00,"Scheduled",6/12/2025 11:05:00
"ATU","6/3/2024","10:00 AM","Meeting","Committee Room 15, 4th Floor, State House Annex, Trenton, NJ","*Revised 5/31/24 - A3283 removed from consideration.",5/31/2024 0:00:00,"Scheduled",5/31/2024 12:01:00
"ATU","9/12/2024","12:00 AM","Meeting",,,,"Not Meeting",9/6/2024 13:50:00
"CIR","4/16/2024","10:00 AM","Hearing","Committee Room 11, 4th Floor, State House Annex, Trenton, NJ","Public Hearing on illegal firearms use and trends in New Jersey.",,"Scheduled",
"J","1/13/2026","03:00 PM","Session","Assembly Chambers","State of the State Address",,"Scheduled",1/8/2026 15:24:00
"J","1/14/2025","03:00 PM","Joint","Assembly Chambers","Governor's State of the State Address",,"Scheduled",1/9/2025 12:43:00
"J","1/9/2024","03:30 PM","Joint","Assembly Chamber","State of the State Address",,"Scheduled",1/3/2024 15:43:00
"J","2/25/2025","03:00 PM","Joint","Assembly Chambers","Governor's Budget Address",,"Scheduled",2/20/2025 16:40:00
"J","2/27/2024","02:00 PM","Session","Assembly Chambers","Governor's Budget Address",,"Scheduled",2/21/2024 16:46:00
"JBOC","9/24/2024","01:00 PM","Meeting",,"5. Thomas Edison State University - Library Construction Bond Act Grant Reallocation.",,"Scheduled",9/20/2024 16:16:00
"JCES","2/18/2025","11:00 AM","Meeting","Committee Room 7, 2nd Floor, State House Annex, Trenton, NJ","The committee will meet to consider approval of minutes from September 17, 2024 meeting, consider complaints filed by Stephen Headley and Christine Livesay, staff report on October 29, 2024 request by Asw. Sumter to bid on State grant funding opportunity,",,"Scheduled",2/5/2025 16:52:00
"JCES","2/27/2024","11:00 AM","Meeting","Committee Room 7, Second Floor, State House Annex, Trenton, New Jersey","The Committee will meet to organize and administer the oath of office to all Members; adopt meeting dates; adopt newspapers constituting the State House Press as the newspapers to receive notice of meetings; adopt Standard Operating Procedures; approval",,"Scheduled",2/21/2024 15:56:00
"JCES","6/17/2025","11:00 AM","Meeting","Committee Room 7, 2nd Floor, State House Annex, Trenton, NJ","The committee will meet to consider approval of minutes from February 18, 2025 meeting, consider complaint filed by Joseph Blaettler, staff report on Legislator Financial Disclosure filings for Calendar Year 2024, staff reports regarding requests to bid",,"Scheduled",6/4/2025 11:37:00
"JCES","9/17/2024","11:00 AM","Meeting","Committee Room 7, Second Floor, State House Annex, Trenton, New Jersey","The committe wil meet to approve minutes from February 27, 2024 meeting; consider complaint/abeyance of complaints filed by David Tucker and Russell Mollica; consider May 28, 2024 correspondence received from Assemblyman Bailey; Staff report on May 6,",9/13/2024 0:00:00,"Scheduled",9/13/2024 15:20:00
"JEJ","5/21/2024","11:00 AM","Meeting","Committee Room 4, First Floor, State House Annex, Trenton, NJ","The committee will meet to organize.  The committee will take testimony from invited guests concerning the findings of the New Jersey Study on Disparity in State Procurement",,"Scheduled",5/14/2024 16:49:00
"JEJ","6/20/2024","10:00 AM","Meeting","Committee Room 11, Fourth Floor, State House Annex, Trenton, New Jersey","The committee will take testimony from invited guests and members of the public concerning the findings of the New Jersey Study on Disparity in State Procurement and concerning the challenges of developing a modern workforce.",6/18/2024 0:00:00,"Canceled",6/18/2024 11:41:00
"JLSU","1/8/2026","11:30 AM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","Notices of Proposed Leases of various State Departments: 4360, 0413, 4419, 4691, 4782, 4783, 4785, 4789, 4359, 4778, 4531, 4764, 3665, 4746, 4346, 4423, 4722, 4738, 4739, 4791.",,"Scheduled",1/7/2026 16:20:00
"JLSU","11/18/2024","01:00 PM","Meeting","Committee Room 1, 1st Floor, State House Annex, Trenton, NJ","Notices of Proposed Leases of various State Departments: 4765, 4205, 3993, 4695, 3460, 4731, 4764, 4445, 4486, 4435, 4766, 4208.",,"Scheduled",11/15/2024 17:15:00
"JPS","1/21/2025","10:00 AM","Meeting","Committee Room 16, State House Annex","The Joint Committee on the Public Schools will be meeting to hear testimony from invited guests regarding the use of funds received from the U.S. Department of Education",,"Scheduled",1/13/2025 10:18:00
"JPS","1/7/2025","10:00 AM","Meeting","Committee Room 16, State House Annex","The Joint Committee on the Public Schools meeting has been CANCELLED",,"Canceled",1/3/2025 13:17:00
"JPS","11/1/2024","10:00 AM","Meeting","Via Zoom","The Joint Committee on the Public Schools will meet to discuss school security and threat assessment teams.",,"Scheduled",10/17/2024 11:59:00
"JPS","11/12/2025","10:00 AM","Meeting","State House Annex, Committee Room 16","The Joint Committee on the Public Schools will meet to discuss issues affecting New Jersey special education students in 18-21 transition programs as they relate to state and federal graduation rates.",,"Scheduled",10/27/2025 10:17:00
"JPS","3/11/2025","11:30 AM","Meeting","Zoom meeting","The Joint Committee on the Public Schools will meet via Zoom to discuss students' mental health issues with specific focus on school avoidance.",,"Scheduled",2/27/2025 10:14:00
"JPS","4/26/2024","10:00 AM","Meeting","Via Zoom","Update from the New Jersey Schools Development Authority",,"Scheduled",4/8/2024 12:41:00
"JPS","6/14/2024","10:00 AM","Meeting","via ZOOM","Testimony on the importance of arts education on New Jersey students",,"Scheduled",6/5/2024 11:02:00
"JPS","6/6/2025","10:00 AM","Meeting","Via ZOOM","The Joint Committee on the Public Schools will meet virtually to discuss the importance of Arts in Education",,"Scheduled",5/22/2025 15:47:00
"LRC","1/15/2026","10:00 AM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact 
Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org",,"Scheduled",1/5/2026 12:13:00
"LRC","1/16/2025","10:00 AM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org",,"Scheduled",1/6/2025 14:45:00
"LRC","10/16/2025","10:00 AM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact 
Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org
",,"Scheduled",10/6/2025 12:03:00
"LRC","10/17/2024","10:30 AM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact Laura C. Tharney in advance of the start time of the meeting, at: lct@njlrc.org",,"Scheduled",10/8/2024 14:44:00
"LRC","11/20/2025","10:00 AM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact 
Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org",,"Scheduled",11/10/2025 10:10:00
"LRC","11/21/2024","10:30 AM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact Laura C. Tharney in advance of the start time of the meeting, at: lct@njlrc.org",,"Scheduled",11/12/2024 12:46:00
"LRC","12/18/2025","04:30 PM","Meeting","Porzio, Bromberg, & Newman, P.C. 100 Southgate Parkway, Morristown, NJ 07962-1997","Members of the public who  wish to submit comments on any agenda item, or would like to participate, contact Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org",,"Scheduled",12/16/2025 13:32:00
"LRC","12/19/2024","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org",,"Scheduled",12/9/2024 13:21:00
"LRC","2/15/2024","10:00 AM","Meeting","Commission Offices, 153 Halsey St., 7th Floor, Newark, NJ",,,"Scheduled",2/5/2024 13:15:00
"LRC","2/20/2025","10:00 AM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org",,"Scheduled",2/10/2025 14:40:00
"LRC","3/20/2025","04:30 PM","Meeting","Porzio, Bromberg & Newman, 100 Southgate Parkway, Morristown, NJ 07962-1997","Members of the public who wish to submit comments on any agenda item, or would like to participate, contact Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org",,"Scheduled",3/10/2025 14:40:00
"LRC","3/21/2024","10:00 AM","Meeting",,"The Commission meeting will be conducted remotely.  Members of the public who wish to submit comments on any agenda item, or would like to participate, contact Laura C.Tharney in advance of the start time of the meeting, at: lct@njlrc.org",,"Scheduled",3/11/2024 17:31:00
"LRC","4/17/2025","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact 
Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org
",,"Scheduled",4/8/2025 10:31:00
"LRC","4/18/2024","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely.  Members of the public who wish to submit comments on any agenda item, or would like to participate, contact Laura C.Tharney in advance of the start time of the meeting, at: lct@njlrc.org",,"Scheduled",4/8/2024 17:05:00
"LRC","5/16/2024","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely.  Members of the public who wish to submit comments on any agenda item, or would like to participate, contact Laura C.Tharney in advance of the start time of the meeting, at: lct@njlrc.org",,"Scheduled",5/6/2024 15:52:00
"LRC","5/22/2025","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact 
Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org
",,"Scheduled",5/13/2025 14:16:00
"LRC","6/12/2025","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact 
Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org
",,"Scheduled",6/2/2025 15:08:00
"LRC","6/20/2024","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact Laura C.Tharney in advance of the start time of the meeting, at: lct@njlrc.org 
",,"Scheduled",6/10/2024 16:02:00
"LRC","7/17/2025","04:30 PM","Meeting","Porzio, Bromberg & Newman, P.C., 100 Southgate Parkway, Morristown, NJ 07962-1997","Members of the public who wish to submit comments on any agenda item, or would like to participate, contact Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org",,"Scheduled",7/8/2025 9:19:00
"LRC","7/18/2024","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact Laura C.Tharney in advance of the start time of the meeting, at: lct@njlrc.org 
",,"Scheduled",7/8/2024 11:44:00
"LRC","9/17/2025","04:30 PM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact 
Veronica V. Fernandes in advance of the start time of the meeting, at: vvf@njlrc.org
",,"Scheduled",9/8/2025 15:09:00
"LRC","9/26/2024","10:30 AM","Meeting",,"The Commission meeting will be conducted remotely. Members of the public who 
wish to submit comments on any agenda item, or would like to participate, contact Laura C.Tharney in advance of the start time of the meeting, at: lct@njlrc.org 
",,"Scheduled",9/16/2024 14:41:00
"S","1/12/2026","12:00 PM","Session","Senate Chambers","Voting Session:",,"Scheduled",1/9/2026 14:18:00
"S","1/13/2026","12:00 PM","Session","Assembly Chambers","Reorganization of the Senate for the 222nd Legislature",,"Scheduled",1/10/2026 11:34:00
"S","1/14/2025","01:00 PM","Session","Senate Chambers","Voting Session:",,"Scheduled",1/9/2025 14:35:00
"S","1/25/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (1) Committees scheduled to meet",,"Scheduled",12/19/2023 11:15:00
"S","1/29/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (2) Committees scheduled to meet",,"Scheduled",12/19/2023 11:15:00
"S","1/30/2025","01:00 PM","Session","Senate Chambers","Swearing in of Senator-select Benjie E. Wimberly.
Voting Session:
10:00 AM: Group (1) Committees scheduled to meet
",,"Scheduled",1/27/2025 17:00:00
"S","1/6/2026","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",9/30/2025 16:13:00
"S","1/8/2026","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",9/30/2025 15:28:00
"S","1/9/2024","12:00 PM","Session",,"Reorganization Governor's State of the State Address (Details to be announced)",,"Scheduled",9/27/2023 13:20:00
"S","10/10/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (3) Committees scheduled to meet",,"Scheduled",8/27/2024 10:14:00
"S","10/20/2025","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",9/30/2025 14:50:00
"S","10/21/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (4) Committees scheduled to meet",,"Scheduled",8/27/2024 10:14:00
"S","10/24/2024","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",10/21/2024 10:47:00
"S","10/27/2025","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",9/30/2025 15:23:00
"S","10/28/2024","02:00 PM","Session","Senate Chambers","Voting Session:",,"Scheduled",10/24/2024 9:22:00
"S","10/7/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (2) Committees scheduled to meet",,"Scheduled",8/27/2024 10:13:00
"S","11/10/2025","12:00 AM","Quorum","Senate Chambers","10:00 AM: Group (1) Committees scheduled to meet",,"Scheduled",9/30/2025 16:09:00
"S","11/13/2025","12:00 AM","Quorum","Senate Chambers","10:00 AM: Group (2) Committees scheduled to meet",,"Scheduled",9/30/2025 16:10:00
"S","11/17/2025","12:00 AM","Quorum","Senate Chambers","10:00 AM: Group (3) Committees scheduled to meet",,"Scheduled",9/30/2025 16:11:00
"S","11/18/2024","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",11/15/2024 9:24:00
"S","11/20/2025","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",11/19/2025 16:10:00
"S","11/24/2025","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",11/19/2025 10:12:00
"S","11/6/2025","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",10/1/2025 16:09:00
"S","12/1/2025","12:00 AM","Quorum","Senate Chambers","10:00 AM: Group (4) Committees scheduled to meet",,"Scheduled",9/30/2025 16:12:00
"S","12/11/2025","12:00 AM","Quorum","Senate Chambers","10:00 AM: Group (3) Committees scheduled to meet",,"Scheduled",9/30/2025 16:12:00
"S","12/12/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (3) Committees scheduled to meet",,"Scheduled",8/27/2024 10:14:00
"S","12/15/2025","12:00 AM","Quorum","Senate Chambers","10:00 AM: Group (4) Committees scheduled to meet",,"Scheduled",9/30/2025 16:13:00
"S","12/16/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (4) Committees scheduled to meet",,"Scheduled",8/27/2024 10:14:00
"S","12/18/2025","01:00 PM","Session","Senate Chambers","Voting Session:",,"Scheduled",12/16/2025 15:56:00
"S","12/19/2024","02:00 PM","Session","Senate Chambers","Voting Session:",,"Scheduled",12/16/2024 17:06:00
"S","12/22/2025","01:00 PM","Session","Senate Chambers","Voting Session:",,"Scheduled",12/18/2025 15:18:00
"S","12/4/2025","12:00 AM","Quorum","Senate Chambers","10:00 AM: Group (1) Committees scheduled to meet",,"Scheduled",9/30/2025 16:12:00
"S","12/5/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (1) Committees scheduled to meet",,"Scheduled",8/27/2024 10:14:00
"S","12/8/2025","12:00 AM","Quorum","Senate Chambers","10:00 AM: Group (2) Committees scheduled to meet",,"Scheduled",9/30/2025 16:12:00
"S","12/9/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (2) Committees scheduled to meet",,"Scheduled",8/27/2024 10:14:00
"S","2/10/2025","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (3) Committees scheduled to meet",,"Scheduled",12/23/2024 11:20:00
"S","2/12/2024","11:00 AM","Session","Senate Chambers","Voting Session:",,"Scheduled",2/7/2024 15:32:00
"S","2/13/2025","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (4) Committees scheduled to meet",,"Scheduled",12/23/2024 11:21:00
"S","2/15/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (1) Committees scheduled to meet",,"Scheduled",12/19/2023 11:15:00
"S","2/20/2025","12:00 PM","Quorum","Senate Chambers",,,"Scheduled",2/19/2025 10:11:00
"S","2/22/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (2) Committees scheduled to meet",,"Scheduled",12/19/2023 11:14:00
"S","2/25/2025","01:00 PM","Session","Senate Chambers","Voting Session:",,"Scheduled",2/21/2025 16:10:00
"S","2/27/2024","01:00 PM","Session","Senate Chambers","Voting Session: Resolution to receive the Governor's Budget Address",,"Scheduled",2/21/2024 16:34:00
"S","2/3/2025","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (2) Committees scheduled to meet",,"Scheduled",12/23/2024 11:20:00
"S","2/5/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (3) Committees scheduled to meet",,"Scheduled",12/19/2023 11:15:00
"S","2/8/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Group (4) Committees scheduled to meet",,"Scheduled",12/19/2023 11:15:00
"S","3/11/2024","12:00 PM","Quorum","Senate Chambers","10:00 AM: Committees at the Call of the Senate President",,"Scheduled",3/5/2024 15:23:00
